Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	13.1543543312522	19.996754390124	12.2506535577857	14.3354322016142	12.5788242657247	17.8633925000865	8.01700086253926	13.8101623837222	15.6421741858005	14.8065234132629	16.1601250964259	8.52664632419842	13.210896168553	4.92739068577938	9.10838058084493	15.9978898218416	14.8406813288975	11.0987329574375	9.15329415446944	8.12445429660829
0.5	13.158502482646	20.0561451359273	12.6258380078479	14.4090607329491	12.7914467389875	18.0789194836916	8.16949147829233	14.0355270939957	15.8627406284985	14.9314735262051	16.3549259107496	8.6599576477704	13.2600078445911	5.02500093764753	9.17136577774851	15.9427970488548	15.0385607448634	11.1863919845104	9.18188034165282	8.44346630512123
1	13.1601780604939	20.1289667403312	12.8706980225358	14.4965353247021	13.0658347024892	18.3011145277122	8.33608334178152	14.2144160788018	16.0767859543461	15.1231469646131	16.6202733959971	8.67835652704412	13.3498953477558	5.12448168249031	9.24098409057235	15.9542470014574	15.1395925451508	11.3113543276553	9.21159581784216	8.75227537479443
1.5	13.040542648478	20.1027403402202	13.1781707081863	14.5241141772298	13.3653419272979	18.4629210823366	8.52941820337752	14.3575824621165	16.2662411499916	15.3742366102933	16.8025159461503	8.85757809158211	13.4700047923409	5.21479108624349	9.3543975200312	15.9713244332299	15.2604914485407	11.5209548989097	9.25550606053955	9.06902176395053
2	12.95862472126	20.1910536784971	13.389262692224	14.5423508240617	13.7685358971598	18.5233160283571	8.73336465797831	14.5162768057036	16.3658586061581	15.5561481764212	17.012933638049	8.98085611637769	13.5237734030012	5.32988144242521	9.44937661656607	16.010124431534	15.4473818148413	11.5716381394641	9.31266349086604	9.35187677513395
2.5	12.9897663983306	20.3308005541515	13.6141419162873	14.6311516581347	14.0017611218625	18.6669842133002	8.97861442596398	14.6873430354235	16.4493886398804	15.8736933003072	17.1463488308092	9.05550274880933	13.5507615950956	5.41726190811345	9.51464822043064	16.060983046437	15.6008874477582	11.5465768180269	9.34123727989146	9.62233100312147
3	12.9170982567545	20.4345878569938	13.9056896171864	14.6726887683926	14.2819530976686	18.6982652380856	9.25004792673916	14.8068529892423	16.4481185214145	16.1258667937193	17.308359724351	9.20420651200131	13.5956029481813	5.54141833525809	9.58612837693699	16.115769800103	15.7722731435	11.5882704978584	9.4357424278485	9.88879299296556
3.5	12.9607704133223	20.5231863171668	14.1597270895378	14.7458598806513	14.5063239408404	18.7669286319491	9.39648623257106	14.9285054379676	16.5607731927272	16.3039716827527	17.561590407503	9.35275922642008	13.6226224985557	5.68541505502242	9.6593349645285	16.2117130869075	15.9585616065928	11.5822304133027	9.48485616801307	10.1595806754267
4	12.9708196347943	20.6421993645822	14.4310015392449	14.7762930450365	14.7985197949239	18.8546669894939	9.55858580735302	15.1392605248511	16.7171276972389	16.4962337979506	17.7426554448034	9.54477693962441	13.7060367106948	5.77602777484594	9.7893810384689	16.1970220941123	16.1158698892954	11.6758466965123	9.43020176788766	10.3887396860908
4.5	13.0182443479023	20.6726262569628	14.6905515109991	14.8383607924254	15.1035387744193	18.9686625316146	9.73137956711749	15.3513437905215	16.8492705722145	16.6788171317078	17.9547457354004	9.75440092017713	13.7631584277834	5.88009874948733	9.89340555040047	16.2022218404613	16.2086994185054	11.7773638579905	9.44054462600537	10.6495215922265
