Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	18.4103135796325	30.4332794367903	19.692182048638	19.5443858019415	22.3461601939528	24.7301757997977	7.85917939586823	22.3065493294763	23.2380970677812	18.6356493959052	37.868969548985	13.8178762954553	24.0327323670406	7.5936482759897	13.8826639961583	23.9106675276718	21.2825743533109	17.1201198844121	13.5261541566542	10.125019837125
0.5	18.4007737442612	30.5383988930042	20.4366769632006	19.7144064784879	22.8158746215061	25.0750022052155	8.13900889919949	22.7019482077237	23.635620015227	18.8319445673588	38.4846293965745	14.1494978323968	24.1233212183012	8.15376518323516	13.9780933680843	23.7745560280551	21.6231482728009	17.3246399441462	13.5978645553292	10.6787447474669
1	18.4105884525189	30.6851587748621	20.8798769644314	19.8691385921123	23.441569741932	25.4544627086229	8.43075986221803	23.0280539902431	24.0170345968492	19.1371276096361	39.2522409573079	14.1230051325357	24.2991722775236	8.84651403739346	14.1197128830306	23.7390335509029	21.8390358477167	17.606394899759	13.6249213731641	11.2378840763273
1.5	18.2334423151172	30.671118657568	21.5121589250748	19.9154985719412	24.1406269980859	25.7169624605843	8.78855605635457	23.2942281361767	24.3637513845476	19.5330012026802	39.8064531778887	14.5062608444687	24.547401269825	9.36988247514527	14.3594685339043	23.7336658966863	22.0843209056281	17.9430655430665	13.7306882211581	11.8031837999343
2	18.1124640957748	30.8333600614211	21.9154725363554	19.9290280178664	25.0434465098666	25.7896489544844	9.1611094319079	23.5823735000447	24.5499163284671	19.8151249125239	40.3927518953515	14.7752127533643	24.6519054563111	9.8651922811046	14.5549025456357	23.7826584464775	22.4289313958741	18.0323770183586	13.862029581474	12.3106099218752
2.5	18.1765844865331	31.0698870040927	22.3482907467179	20.098418768861	25.5744265723174	26.0151523245628	9.58665776077452	23.92432815004	24.6808410275932	20.3404233412953	40.7335389361972	14.9617841007713	24.699758603711	10.3603936954978	14.6927355823277	23.8275313582541	22.7287833505681	17.9861174147833	13.9101564536718	12.7973708264425
3	18.064740736978	31.2366791191811	22.9162023553585	20.2388691858191	26.2199376258767	26.045401250386	10.0490511202674	24.1270915289676	24.7006091235804	20.7553824926021	41.1669282034136	15.3287559511993	24.7677174279242	10.9572743934502	14.8361092359765	23.893784654963	23.0690659810707	18.055447357609	14.1385877960627	13.2750449823992
3.5	18.1555361866155	31.3844754137543	23.4322974868768	20.440143431313	26.7379446138227	26.1587965862572	10.3065519523735	24.3189983509643	24.9003400242081	21.0513823953569	41.8742482962969	15.6976059022054	24.8178974810014	11.5973173651438	14.9977791511047	24.040318592501	23.412832886524	18.0210521966216	14.2284768848533	13.7538101169522
4	18.2197554289265	31.5792109410964	23.9891732124914	20.5067146871387	27.3717156167426	26.3050958420278	10.5988305256205	24.6924967049213	25.1971121135427	21.3699098194779	42.3638510998658	16.1899030047287	24.9778512511883	12.2097779161082	15.2775464485803	23.9816427914505	23.6780032248818	18.2137482673796	14.1117736657565	14.1708310720737
4.5	18.3192843059126	31.6406309709839	24.5602246430852	20.61204377887	28.0200650310302	26.485527057244	10.9090706374776	25.0874217840692	25.4401388426864	21.6687199006263	42.9532143834035	16.7498265859353	25.0895281013453	12.6666045990014	15.5138428367043	23.9592517857025	23.8488885184081	18.4264561125434	14.1528552052109	14.6537988472402
