Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	18.410313579259	30.4332794368463	19.6921820492585	19.5443858025505	22.3461601944519	24.7301758000287	7.85917939600739	22.3065493279959	23.2380970687084	18.6356493963332	37.8689695491175	13.8178762971652	24.0327323668465	1.59957573876955	13.8826639961004	23.9109744515562	21.2825743531895	17.1201198837088	13.5261541566447	10.1250198373328
0.5	18.4007737444209	30.5383988938176	20.4366769679032	19.7144064778009	22.8158746269341	25.0750022103421	8.13900890146115	22.7019482097945	23.6356200199119	18.8319445691571	38.4846294039606	14.1494978288208	24.1233212188623	1.79028651457064	13.9780933687762	23.7745492466119	21.6231482762547	17.3246399461659	13.59786455627	10.6787447530448
1	18.4105884489816	30.6851587762227	20.8798769723795	19.869138598054	23.4415697522563	25.454462712185	8.43075986838179	23.0280539948531	24.0170346032242	19.13712761901	39.252240972513	14.1230051420273	24.2991722822659	1.99634600408801	14.1197128865686	23.7389351388637	21.8390358499867	17.6063949028031	13.6249213747827	11.237884087461
1.5	18.2334423140305	30.6711186557752	21.5121589396458	19.9154985690449	24.1406270220874	25.7169624657167	8.78855606671909	23.2942281421942	24.3637513949749	19.5330012132897	39.806453193599	14.506260854925	24.5474012745364	2.17792762353712	14.3594685410326	23.7337268521396	22.0843209166594	17.9430655515507	13.7306882257279	11.8031838151294
2	18.1124640868454	30.8333600790631	21.9154725503668	19.9290280229673	25.0434465392013	25.7896489590082	9.16110944340869	23.5823735070184	24.5499163369147	19.8151249298331	40.3927519118312	14.7752127597351	24.6519054601341	2.42651355078522	14.5549025490339	23.7824097991804	22.4289314083297	18.032377014786	13.8620295825187	12.3106099414718
2.5	18.1765844835092	31.0698870045646	22.3482907684758	20.098418775722	25.5744265950067	26.0151523342264	9.58665778552919	23.924328162032	24.6808410355413	20.3404233632796	40.733538950716	14.9617841161534	24.6997586050674	2.61077668064882	14.6927355882595	23.8276420150839	22.7287833661014	17.9861174191996	13.9101564651493	12.7973708485698
3	18.0647407377262	31.2366791312726	22.9162023831519	20.2388691947091	26.219937659507	26.0454012488061	10.0490511432174	24.1270915359305	24.7006091174655	20.7553825166584	41.1669282433728	15.3287559735597	24.7677174310768	2.88579087004938	14.8361092461897	23.8933566707286	23.0690660027249	18.0554473499306	14.1385878074714	13.2750450110284
3.5	18.1555361892358	31.38447542862	23.432297524218	20.4401434403519	26.7379446440982	26.1587965927021	10.3065519675841	24.3189983786719	24.9003400507793	21.0513824130869	41.8742483278047	15.6976059272948	24.8178974892775	3.20744045584786	14.9977791646509	24.040428230155	23.4128329061772	18.021052201917	14.2284768825758	13.7538101489338
4	18.2197554508986	31.5792109514539	23.9891732664754	20.5067146991561	27.3717156673638	26.3050958608431	10.5988305499755	24.6924967255439	25.1971121315449	21.3699098387875	42.3638511459925	16.1899030432293	24.9778512657732	3.40603818695623	15.2775464690904	23.9816673803782	23.6780032455733	18.2137482834877	14.1117736588594	14.1708311038528
4.5	18.3192843105931	31.6406309735297	24.5602246820976	20.6120437689609	28.0200650812099	26.485527068521	10.909070654909	25.0874218236252	25.440138855692	21.6687199292572	42.953214417704	16.7498266304595	25.0895281034072	3.64328345741642	15.5138428587241	23.9597725448607	23.8488885271716	18.4264561263833	14.1528552161341	14.6537988850278
