Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	13.9967562453827	8.62350018492581	17.308987107786	16.3575243452177	11.0890922009685	11.1304376907495	9.27746504689215	9.12354647124728	12.2099095944919	8.61039971032062	12.5171319521188	13.1031710044754	23.4600515636543	21.1921809454343	16.753584063854	33.1428189692554	17.8840588007543	12.3542279355362	12.9263559624534	11.0508270104499
0.5	14.2285804779144	8.76460596627683	18.322268811051	16.7941010073766	11.2989631303106	11.3800779078617	9.43233868144066	9.25231464525203	12.3442945232416	8.72910656520615	13.0429587715057	13.6772101839667	23.8511768764165	21.9770400658702	17.500131964199	33.624373223716	18.400432200571	12.6132033225463	13.0879234616038	11.2749508025328
1	14.4665280021099	8.91392848284247	19.3289785026771	17.2684675258188	11.5111408698546	11.6304778688154	9.59007290322193	9.37116764212299	12.4759551638864	8.8497222451381	13.5962147778564	14.2870422951261	24.2605882075707	22.7835891288446	18.2680073208666	34.1260277046141	18.9659109237236	12.8853707220083	13.2587827140772	11.5060375230515
1.5	14.7098592739751	9.07109559128783	20.3467179208027	17.7383766623824	11.7213195274638	11.8815082523012	9.7480159257711	9.49428001362949	12.602461496116	8.97079532212283	14.1703491816213	14.9308224924008	24.692843195526	23.5987578685595	19.0597411706925	34.6413521950333	19.5737222703238	13.1660069475332	13.4403516840033	11.7457130381293
2	14.956622097531	9.23490648737067	21.3916306227493	18.2006717368885	11.9294661021406	12.1323395081873	9.90251662228522	9.62270427449647	12.7231287222873	9.09030773378699	14.7547467792339	15.6047163384705	25.1503689650201	24.4197616228624	19.8760591269145	35.1699073343866	20.2167973219369	13.4494328709002	13.6329568641252	11.9934843416159
2.5	15.2042580230291	9.40393028834449	22.4429584915449	18.6540016222473	12.1345154135251	12.3818768174602	10.0509086367726	9.75296157536314	12.8396460744531	9.20675241557291	15.3442956804621	16.3063972829722	25.6334827076665	25.2586144595173	20.7159580456782	35.7176467730855	20.8954576203413	13.7340646784837	13.8362908953073	12.2470380570724
3	15.4506371669842	9.57712377169498	23.4493864373203	19.0999161624575	12.3375888737284	12.6295562688382	10.1931278759759	9.88378617483106	12.9555633106264	9.32020452580393	15.9426690089748	17.0387677807741	26.1407511115895	26.1324086527381	21.5773882507076	36.2943808232477	21.616306649109	14.0241135933859	14.050318129681	12.5031150802038
3.5	15.6949487748128	9.75407845835257	24.375704802196	19.5424478132954	12.5419312581509	12.8760711534987	10.3317011972616	10.013666702433	13.0747933555368	9.4324291405826	16.5552372737918	17.8100091766437	26.6695048916029	27.047418406765	22.458719115908	36.9091328452831	22.3831346142281	14.3271466601929	14.2760322416885	12.758952412275
4	15.9379966326865	9.93488758663167	25.225791408506	19.9866335396504	12.7515698133749	13.1235890627671	10.4702007117143	10.1414218729407	13.1998206378297	9.54627084539225	17.1807431927347	18.6286539157464	27.2166707476144	27.9930636780874	23.3598549294442	37.5660500931268	23.1881026161323	14.6495223894485	14.5156896394042	13.0132714611107
4.5	16.1817976300487	10.1195804523132	26.0239752260412	20.4362621730136	12.9694099734463	13.3754107133781	10.6114127594773	10.2669799509992	13.3308363347564	9.66453920861589	17.810506757288	19.4984015780312	27.7803026410682	28.9514913947872	24.282457369617	38.2639140381712	24.0119160503474	14.9931496439179	14.7726765829359	13.2663396317445
