Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	16.1079598776954	16.9343701506916	13.1725826655561	15.0281630516438	12.5360203920038	17.8387840295243	14.7919075954842	16.2382857217947	14.7189248372855	17.3966601255841	12.8543258689316	10.2177203617999	12.805948773769	10.1979099878715	11.8388207467614	14.1005856447528	14.9138049223905	13.3975565194863	13.1970080922592	13.7450145099295
0.5	16.1089388835346	16.9481186503085	13.2576093211902	15.0445862779973	12.5865244039608	17.893283915093	14.8302261752742	16.2965591333135	14.7683735036823	17.4279595513479	12.9046186270931	10.2499993931044	12.8173770914222	10.2573206972268	11.8529297532287	14.0889769999287	14.9629033086012	13.4191542663929	13.2037200027854	13.8224398107305
1	16.1093343374693	16.9649762900758	13.3131010351313	15.0640979390995	12.6516995136548	17.9494699411119	14.8720881845991	16.3428151395236	14.8163602048727	17.4759728608756	12.9731247931378	10.2544543622579	12.8382939692323	10.3290389354538	11.8685246115022	14.0914071433243	14.9879715978475	13.4499429387063	13.2106970653921	13.8973888235269
1.5	16.0810991629641	16.9589050811909	13.3827824253145	15.0702495462098	12.7228411765817	17.9903856473797	14.9206703040071	16.3798342166939	14.8588340582033	17.5388696567569	13.0201753183219	10.2978497636765	12.8662435121425	10.3837714050969	11.8939297999128	14.0949921469065	15.0179693660402	13.5015850825042	13.2210069964648	13.97426425094
2	16.0617656998579	16.9793489352456	13.4306214162911	15.0743173241317	12.8186114534314	18.0056575992243	14.9719189560998	16.4208684177241	14.8811672399692	17.5844376626089	13.0744999689353	10.3276994053989	12.8787555015613	10.4344165504388	11.9152056042026	14.1032361062831	15.0643411192916	13.5140726035941	13.2344273092056	14.0429141254235
2.5	16.0691154517394	17.0116992615399	13.4815849575333	15.0941248112663	12.8740092184952	18.0419866910815	15.033546502976	16.4651016641711	14.8998937913632	17.6639812483655	13.1089444767088	10.3457737952987	12.8850356710423	10.485240330002	11.9298267773855	14.1139536469633	15.102429359964	13.5078979038773	13.241136307934	14.1085542877509
3	16.0519650307386	17.0357252202549	13.5476573278334	15.1033898794325	12.9405629492539	18.0498966642086	15.1017536273551	16.4960038087344	14.8996090460816	17.7271495430291	13.1507716853966	10.3817798386406	12.8954702817129	10.5461413405432	11.9458386980012	14.1255973950771	15.1449540512187	13.5181705443381	13.2633256994431	14.173225519935
3.5	16.0622721036504	17.0562350801613	13.6052288939655	15.1197110756125	12.993857540868	18.0672594409781	15.1385513548684	16.5274599431889	14.9248650294782	17.7717639958017	13.2161495941092	10.4177493083689	12.9017577475026	10.6110245165738	11.9622373480839	14.1458264163428	15.1911764582815	13.5166823651126	13.2748573904881	14.2389466124293
4	16.064643819771	17.0837856836836	13.6667068118478	15.1264993501408	13.0632625397696	18.0894456660895	15.1792845194702	16.5819556901965	14.9599180590432	17.8199247669927	13.2628961130199	10.464243074947	12.9211682860058	10.6734364755427	11.9913683336832	14.1427288387599	15.2302082231506	13.539747881173	13.2620247793497	14.2945642858352
4.5	16.0758365366595	17.0908292756713	13.7255276584374	15.1403438862841	13.13571340635	18.1182714964845	15.2227049727519	16.6367948661649	14.9895430965562	17.8656610470684	13.3176525890574	10.5149998953193	12.9344605468289	10.7193214559215	12.0146703568976	14.1437732300169	15.2532413441637	13.5647600458658	13.2644532346893	14.357856941902
