Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	283.317952594348	172.636009794991	342.746502537273	313.677360456117	226.983972562806	241.391604500894	196.526029636363	205.195519853702	239.176609141346	184.54130680344	279.79273042754	275.962141295212	467.086239471014	419.640147338104	326.426435768987	606.813967411896	383.297836694489	263.232009896629	264.591147223246	231.400734239048
0.5	288.010466043262	175.460841769138	362.811152058148	322.049300618492	231.279846057605	246.80568202695	199.806742669431	208.091614315301	241.809039081086	187.08547651264	291.546423053859	288.051816466639	474.873487977452	435.181652848433	340.97215740751	615.630774695078	394.364944518357	268.750008430584	267.898291949754	236.093813770507
1	292.826925242672	178.450166623274	382.745664905525	331.14591171033	235.622937930076	252.236236513753	203.148051980517	210.764708879566	244.388103679648	189.670556874118	303.913234335744	300.895316346832	483.02480846994	451.152655006892	355.933422700747	624.815598294607	406.484495996907	274.549089681354	271.395630701446	240.932694765599
1.5	297.752360574861	181.596534326779	402.898584535349	340.157046555719	239.925110352079	257.68046330265	206.493784351748	213.533600028563	246.866201927912	192.265440340293	316.746735897942	314.453787170627	491.630942871172	467.29434098627	371.359546310554	634.250706962518	419.511336093205	280.528616534848	275.112187957986	245.951422333741
2	302.747256300741	184.875905678811	423.589580017566	349.022171599248	244.185687822195	263.120371507486	209.766597378637	216.421959621345	249.229919510488	194.826875043644	329.809648401924	328.64647294902	500.740214884246	483.551569881582	387.264666068104	643.928056418049	433.293961103646	286.567583587585	279.054646738915	251.139673086011
2.5	307.759825082459	188.259635479328	444.407606387668	357.715377175726	248.382867034507	268.532217217585	212.910009214688	219.351545682019	251.512346336129	197.322561012941	342.987706876196	343.424374869449	510.358939748394	500.162240056361	403.629236742255	653.956652422909	447.839262431881	292.632244461713	283.216715672827	256.449005669915
3	312.746954486126	191.726839195563	464.336540202354	366.266383612287	252.539602309465	273.903770595016	215.922662162152	222.293890720988	253.783017652278	199.754109069478	356.363015855921	358.848620704736	520.458580431107	517.464806740295	420.413322488909	664.516112601751	463.288768407468	298.812327849882	287.597665079174	261.811175498319
3.5	317.692233471596	195.269339382724	482.679172143791	374.752518630248	256.722311348092	279.250067406956	218.858083045785	225.215002863524	256.118582680729	202.159348984409	370.055621162156	375.091515419839	530.985991849723	535.583509529042	437.585152227791	675.771646230676	479.723712142645	305.269065062192	292.217834600578	267.168326273646
4	322.611932026606	198.88900260198	499.512289492146	383.270372753818	261.013428348898	284.618117336444	221.791940467436	228.088314103725	258.567708220728	204.59924697766	384.037419039583	392.33275840489	541.879985043127	554.308846105256	455.142861111769	687.799185644119	496.976087410228	312.13793712742	297.12341092745	272.493684690345
4.5	327.546875395066	202.586415332902	515.317645989233	391.892601883504	265.472424993582	290.079504747972	224.783257917131	230.912211058735	261.13413919163	207.134018769571	398.114387144112	410.650265456323	553.101814664641	573.287296189483	473.118825241567	700.576420724783	514.632365031123	319.459616257934	302.383707828444	277.792850123104
