Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	50.0261812025451	86.8452998827821	65.3350070163683	53.7184011597383	52.4024248572499	72.7871944453616	25.0136686329991	75.5968447669134	82.5255980310394	57.3980239860392	80.1146438442295	43.7071053631967	47.5744695429061	33.9702349902496	43.1936058535561	64.9622381207438	67.5224793302358	51.3021405851631	47.9153571480506	35.3547994635238
0.5	49.2359859013253	85.4873985135768	65.7920526294623	53.0904097776938	52.3597298976773	72.4789454441588	25.1664881899598	75.2350659047497	81.7704381943541	56.9843798590886	79.5433048648029	43.4686605941491	47.0104891865939	34.4698460552911	42.5891528436255	63.5120359249099	67.180224622911	50.7481188704643	47.0173596142388	36.0895651478687
1	48.4641850930011	84.2400571252864	65.5694092172825	52.5360322832244	52.569865265022	72.2104266994699	25.359391363277	74.6487913740538	81.0220594953666	56.8368955499151	79.3346566250579	42.6776164487295	46.6083650644722	35.1904906939794	42.0421954921574	62.3790412252742	66.4290362560817	50.3833516641765	46.1664726033791	36.7578524453693
1.5	47.2789521998172	82.634789147606	65.6730962936932	51.7886750668536	52.875155361225	71.7192626509428	25.6289050484537	73.9066491743883	80.1907820367265	56.9165197629716	78.7487266441805	42.6958923000169	46.3244592127513	35.5632859110213	41.7149207243722	61.3118418926753	65.793420185289	50.404744086121	45.4237051659805	37.4380711553725
2	46.2668399233696	81.5527724879242	65.3067610635798	51.0348085043482	53.5766754566161	70.8586516821601	25.9243875738551	73.2762923999754	78.9669122177816	56.7441517007508	78.3178641487156	42.4516813738073	45.8262957783504	35.8481625699483	41.3223310501566	60.3692158182677	65.4628021746589	49.7450496581747	44.7777595120429	37.9599447762309
2.5	45.6848921121693	80.7164229615668	65.0258807871366	50.5507000229753	53.6076217115282	70.3410174645959	26.334963313951	72.7356034817942	77.7231888415754	57.0670219928884	77.5581226233737	41.9938107025966	45.2552284323962	36.1280559408545	40.8197135019131	59.506189594741	65.0076844635831	48.7905770088781	44.0255900917999	38.4171734370706
3	44.7624898161104	79.7720793297317	65.072650344322	49.9230239774349	53.8173114594701	69.4246679836171	26.8127884963639	71.9687614685685	76.1424891479947	57.1516604076173	76.955763469514	41.8925242508626	44.7612379347681	36.5812470804545	40.3643453293972	58.6918863632875	64.6442522385813	48.1480753545809	43.6100736190696	38.8459892355283
3.5	44.2661791966251	78.8046738050385	64.9496960220319	49.4225786526189	53.8161173338604	68.6748383616808	26.9224257136742	71.244243913436	75.1463218416014	56.977676712615	76.7765539536782	41.7967118125226	44.2252073790326	37.0910622768719	39.9350365330426	58.0534180564086	64.3560046430845	47.3341590719249	43.0071807652479	39.2799671556457
4	43.6727933475786	77.9874625521972	64.9131416910064	48.7980644880207	54.0654223100936	68.018279144851	27.074922278016	70.9673006781798	74.3879679013535	56.8598111030778	76.2970040698321	41.8975201541372	43.8864378634999	37.5426184033711	39.7541310568916	57.0504813136109	63.9651525889014	46.9496634435229	41.9674515431275	39.544010316518
4.5	43.2220430490628	76.8706882500333	64.8302513810202	48.2968471740594	54.356061845735	67.4765401534421	27.2549354974778	70.7101600399144	73.5572676775827	56.7147206464083	75.9681764852526	42.0731409700529	43.4756907962418	37.6989177145206	39.477954544254	56.1507150978899	63.3377018174568	46.6110070854669	41.2519794062083	39.9205211232228
