Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	15.0899549655517	13.2533384796918	11.8336456292753	14.6480577106956	14.4162138693956	12.8970625335312	12.9811341481559	11.4875214282279	16.1470716907011	10.4118100479294	16.7701351718079	10.1203708023798	11.4608256859841	11.1182038644943	12.6980185310325	10.0199031796185	14.7226587299877	14.344307671327	12.8529118718162	16.6951799733696
0.5	15.0598883591013	13.2518935049141	11.7696804953838	14.7199914864079	14.3740803360023	12.8243570591686	12.9820977366588	11.3871024858836	16.120641576773	10.3667122164245	16.8744998867573	10.0414888340157	11.4149693299894	10.9369442721776	12.6078147025019	9.9301679395125	14.6170400051182	14.3742875150642	12.883760845448	16.5798279018926
1	15.0723063728965	13.2833529745445	11.6303139702881	14.7190304858961	14.3554754994908	12.7976811740973	12.9511224443948	11.3357221988006	16.0881396296351	10.3082019366439	16.9184526992301	9.82336303200352	11.3538345285305	10.7627263388876	12.5890779683013	9.7786047707287	14.63888667553	14.3981585585777	12.8108735069903	16.5087654896392
1.5	15.126903726692	13.3440018130914	11.6293770835912	14.7143189667883	14.3643707913739	12.7505001252152	12.9593400115733	11.3066999112527	16.0740746285877	10.2211157923592	16.9845839263229	9.53094653653739	11.3024559645546	10.6145561355667	12.5789258894014	9.67909978913463	14.6414549903078	14.1791249856629	12.848684030191	16.4220392620646
2	15.1648424461662	13.3527099177516	11.5582544177267	14.6800090268962	14.3076500184989	12.6818114175081	12.9568143079249	11.2585365778863	16.0728664534548	10.1454205081468	16.9885626771952	9.34189603072878	11.2641833219457	10.5079373614967	12.5584412452372	9.61544862712035	14.5833827483033	14.141084259631	12.8837069620193	16.3495017307869
2.5	15.1828506557704	13.3292147884555	11.4898179670786	14.7014921540822	14.290794855005	12.6245110582238	12.9026602686616	11.2795552791747	16.031649944338	10.1009229517328	16.9497748853414	9.29848666509487	11.2343114039327	10.3955836043268	12.5523007799456	9.48014703546512	14.5659781259573	14.1558611735127	12.8625927045158	16.2832142968961
3	15.2083754199095	13.2954139118954	11.4168728116602	14.8222042641841	14.2842693399731	12.5736748879944	12.8233273430853	11.2103297213496	16.0670314522084	10.0598466926214	16.9289148307291	9.19742879497867	11.1576986124631	10.2706512574648	12.5286059623453	9.38019618512737	14.5564951353587	14.116558159627	12.9448645022819	16.2149009658058
3.5	15.2350827780384	13.276570117851	11.4025101649885	14.949915534612	14.2810392518843	12.5576772767143	12.7990008121276	11.1056919823642	16.0484714520511	10.038723866639	16.9362387545748	9.10297257098749	11.1328781448323	10.149235740602	12.5376353450986	9.29341806741343	14.4994594816214	14.0751910701941	12.9244499479237	16.1341845196185
4	15.3180948850986	13.2442598148806	11.4004993526541	14.972152968344	14.2045250437751	12.5401082745858	12.7886841563182	11.0201203548183	16.053922676908	10.0133127549236	16.9200845568953	9.02864173927549	11.0678488974036	10.0231478593855	12.5370083368398	9.20399252431575	14.4061515660646	14.0583615661501	12.9107016318191	16.0867496025273
4.5	15.3484059556522	13.2575129968304	11.4855204574475	14.9633313954216	14.1014772265006	12.4976001633404	12.7747284272055	10.9789947308477	16.0461426506438	9.97939572250274	16.9222024673814	9.01734417739842	11.0282285546253	9.94932988595377	12.5643815276741	9.11356410392507	14.3770241619799	14.0474024577751	12.9548275844457	16.0476251357577
