Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	16.6832260845922	17.3977433542039	13.4586168405731	15.5330267594242	12.9435781141942	18.3004562532061	15.1798424051548	16.5702186490646	15.3234183616689	17.687904913042	13.4253037376294	10.3792129408984	13.0664841776105	10.392971016341	12.1356322647845	14.3189878340397	15.4200876705175	13.8286732388407	13.5361656358511	14.3499111092923
0.5	16.6818819852017	17.4117646325819	13.5423305102828	15.5551184344178	12.993271421894	18.3510493074276	15.2192249387943	16.6237877007799	15.3728463435756	17.7171714138387	13.4852550122345	10.4094539773659	13.0760274471094	10.447075314095	12.1458014663497	14.3032589307421	15.4633888597018	13.8528214473606	13.5447159460549	14.4220645877131
1	16.6832648123547	17.43134008733	13.5921655028296	15.5752235865364	13.0594666637721	18.4067238889625	15.2602852700983	16.6679688517379	15.420271412142	17.7626724808482	13.5600029296888	10.4070380706367	13.0945528398754	10.5139911486097	12.1608928094444	14.2991539902368	15.4908371996627	13.8860889783232	13.5479420358534	14.4949235954002
1.5	16.6583060991233	17.4294673570084	13.6632615468473	15.5812473809824	13.1334232324701	18.4452379469797	15.3106406489411	16.7040304021702	15.463382158878	17.8216949964833	13.6139706021879	10.4419877004703	13.1207030353797	10.5645457407402	12.1864417939018	14.2985337096995	15.5220231892199	13.9258405455177	13.5605530291868	14.5685853372629
2	16.6412610721861	17.4511078027431	13.7086115711172	15.5830053325933	13.2289367725373	18.4559025355068	15.3630729181285	16.7430686360848	15.486529897993	17.8637580473355	13.6710627701258	10.4665138050169	13.1317122445873	10.6123900190961	12.2072677494527	14.304195237786	15.5658375953711	13.936385780696	13.5762133712575	14.6347058224638
2.5	16.6502952090219	17.4826567683348	13.7572791979846	15.6050151580682	13.2851116611036	18.4889884710681	15.4229635700336	16.7893970081102	15.5028090680412	17.9420770745958	13.7042476814816	10.4835275097743	13.1367534331624	10.6602238274064	12.2219555955966	14.3093807047891	15.6039613196918	13.9309237905389	13.5819517257226	14.6981335133042
3	16.6345371681591	17.5049042072119	13.8211372095037	15.623264614706	13.3534033241364	18.4934266043441	15.4880397032437	16.8168676018051	15.5052670320332	18.0039451391151	13.7464499447468	10.5169921912714	13.1439126957568	10.7178793107313	12.2372338642644	14.3170368668329	15.6472254738631	13.9391097548801	13.6091884845998	14.760377149558
3.5	16.6473296434761	17.5246179030784	13.8791687910949	15.6494172292371	13.4082057298805	18.5100640088064	15.5242797532094	16.8428673378631	15.5301015614757	18.0480770519158	13.8153268437165	10.5506281394136	13.1491990170129	10.7797040388691	12.2544618300445	14.3339701762141	15.6909326251053	13.9350486299191	13.6199063108467	14.8227629464752
4	16.6563777078387	17.5505925526561	13.9417858884741	15.658067180393	13.4752553575092	18.5315290882303	15.5654143391124	16.8934692837447	15.5670021871032	18.0955676908488	13.8630030276339	10.5955214077084	13.1660496770557	10.8388644526744	12.2842745594165	14.3271896616857	15.7246468654808	13.9578007497048	13.6059913313808	14.8771031286205
4.5	16.6704006650162	17.5587850164307	14.0059969527982	15.6717531397079	13.5438473041287	18.5580020210199	15.6090767889116	16.9469741446647	15.5972201175349	18.1401185853677	13.9203936146469	10.6465816301368	13.177814505321	10.8829914671485	12.3094549158566	14.3246021803551	15.746373533321	13.982915711071	13.6108896433756	14.9400365533095
