Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	15.0899549656545	13.2533384795398	11.8336456298453	14.6480577108902	14.4162138693543	12.8970625335168	12.9811341482501	11.4875214285821	16.147071690611	10.411810047841	16.7701351720029	10.1203708034439	11.4608256860112	10.934313728603	12.6980185311055	10.0200904417037	14.7226587297541	14.3443076709365	12.8529118720083	16.6951799733057
0.5	15.059888359015	13.2518935054962	11.7696804934306	14.719991486455	14.3740803359557	12.8243570581975	12.9820977365147	11.3871024856155	16.1206415762706	10.3667122160554	16.8744998874282	10.0414888313364	11.4149693295156	10.8049730172262	12.6078147018813	9.9304996447521	14.6170400049617	14.3742875161171	12.8837608454681	16.5798279009704
1	15.0723063730056	13.2833529748319	11.6303139697112	14.7190304869304	14.3554754991786	12.7976811742093	12.9511224437979	11.3357221981756	16.0881396296574	10.3082019347191	16.9184526997872	9.82336302861732	11.3538345279088	10.7068702372329	12.589077969104	9.77890354219335	14.6388866763008	14.3981585562039	12.8108735063045	16.5087654884596
1.5	15.1269037275445	13.3440018146272	11.6293770826773	14.7143189642212	14.3643707916658	12.7505001231589	12.9593400122567	11.3066999106298	16.0740746277681	10.2211157893169	16.9845839276493	9.53094652891398	11.3024559633448	10.6009758528642	12.5789258887446	9.6792058550854	14.6414549881163	14.1791249831331	12.8486840320897	16.4220392598589
2	15.164842446514	13.3527099163065	11.5582544136798	14.6800090267143	14.3076500160328	12.6818114156159	12.9568143066537	11.2585365761	16.0728664525768	10.1454205053332	16.988562675892	9.34189602791754	11.2641833201028	10.5169395750877	12.5584412446899	9.61564267475575	14.5833827476281	14.141084259976	12.8837069607755	16.3495017280523
2.5	15.1828506575233	13.3292147870722	11.4898179653902	14.701492157565	14.2907948543021	12.6245110559372	12.9026602641058	11.2795552798743	16.0316499434672	10.1009229502907	16.9497748853156	9.29848665972161	11.2343114028354	10.4394223245705	12.5523007794825	9.48042642356966	14.5659781236018	14.1558611726535	12.8625927094911	16.2832142929206
3	15.2083754235182	13.2954139100392	11.416872811834	14.8222042721196	14.2842693424897	12.5736748861094	12.8233273404534	11.2103297162725	16.0670314537865	10.0598466910871	16.9289148294038	9.19742879059429	11.1576986096991	10.3690318037702	12.5286059627536	9.38039421290883	14.556495137696	14.1165581573978	12.9448645008269	16.2149009627479
3.5	15.2350827811257	13.2765701154246	11.4025101622997	14.9499155381727	14.2810392501262	12.5576772742174	12.7990008110103	11.1056919757358	16.0484714513469	10.0387238659406	16.9362387556592	9.10297256251967	11.1328781428567	10.2954895527862	12.5376353456472	9.29364671425467	14.4994594748993	14.0751910691351	12.9244499450398	16.1341845116117
4	15.3180948915136	13.2442598156556	11.4004993570381	14.972152965864	14.2045250347683	12.5401082750017	12.7886841555715	11.0201203488553	16.0539226763766	10.0133127520732	16.9200845555731	9.02864173445244	11.0678488904453	10.2375093873144	12.5370083363674	9.20420926883421	14.4061515574851	14.0583615637813	12.9107016359386	16.0867496030001
4.5	15.3484059596697	13.2575129979329	11.4855204696602	14.9633313939906	14.1014772249499	12.4976001606994	12.7747284252417	10.9789947285891	16.0461426502706	9.97939571846668	16.9222024716638	9.01734417790647	11.0282285523882	10.1989501237814	12.5643815296641	9.11381871469419	14.3770241627311	14.0474024585049	12.9548275876277	16.0476251301105
