Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	49.9738187974549	13.1547001172179	34.6649929836319	46.2815988402616	47.59757514275	27.2128055546383	74.9863313670009	24.4031552330865	17.4744019689608	42.601976013961	19.8853561557703	56.2928946368034	52.4255304570938	66.0297650097503	56.8063941464439	35.0377618792562	32.4775206697643	48.6978594148368	52.0846428519495	64.6452005364761
0.5	50.7640140986747	14.5126014864231	34.2079473705379	46.9095902223062	47.6402701023228	27.5210545558412	74.8335118100401	24.7649340952502	18.2295618056458	43.0156201409114	20.4566951351971	56.531339405851	52.9895108134061	65.5301539447089	57.4108471563744	36.4879640750899	32.819775377089	49.2518811295356	52.9826403857612	63.9104348521315
1	51.5358149069989	15.7599428747134	34.4305907827176	47.4639677167756	47.430134734978	27.7895733005301	74.6406086367229	25.3512086259461	18.9779405046336	43.163104450085	20.6653433749421	57.3223835512705	53.3916349355279	64.8095093060207	57.9578045078425	37.6209587747257	33.5709637439183	49.6166483358235	53.833527396621	63.2421475546307
1.5	52.7210478001827	17.3652108523939	34.3269037063069	48.2113249331464	47.1248446387748	28.280737349057	74.3710949515462	26.0933508256116	19.8092179632736	43.0834802370284	21.2512733558193	57.3041076999832	53.6755407872487	64.4367140889788	58.2850792756278	38.6881581073246	34.2065798147111	49.595255913879	54.5762948340195	62.5619288446275
2	53.7331600766304	18.4472275120758	34.6932389364204	48.9651914956518	46.4233245433838	29.1413483178399	74.0756124261448	26.7237076000247	21.0330877822186	43.2558482992492	21.6821358512843	57.5483186261927	54.1737042216497	64.1518374300518	58.6776689498432	39.6307841817323	34.5371978253413	50.2549503418253	55.2222404879572	62.040055223769
2.5	54.3151078878306	19.2835770384331	34.9741192128635	49.4492999770248	46.3923782884717	29.6589825354041	73.6650366860491	27.2643965182057	22.2768111584246	42.9329780071117	22.4418773766262	58.0061892974034	54.7447715676039	63.8719440591454	59.180286498087	40.4938104052589	34.992315536417	51.2094229911219	55.9744099082002	61.5828265629295
3	55.2375101838895	20.2279206702682	34.9273496556782	50.0769760225651	46.1826885405297	30.5753320163829	73.1872115036362	28.0312385314315	23.8575108520054	42.8483395923828	23.0442365304859	58.1074757491376	55.2387620652319	63.4187529195456	59.6356546706028	41.3081136367125	35.3557477614188	51.851924645419	56.3899263809306	61.1540107644716
3.5	55.7338208033749	21.1953261949615	35.0503039779683	50.5774213473812	46.1838826661394	31.3251616383191	73.0775742863258	28.7557560865638	24.8536781583987	43.0223232873851	23.2234460463217	58.2032881874775	55.7747926209674	62.9089377231282	60.0649634669574	41.9465819435912	35.6439953569155	52.665840928075	56.9928192347522	60.7200328443544
4	56.3272066524213	22.0125374478027	35.0868583089938	51.2019355119792	45.9345776899064	31.981720855149	72.9250777219841	29.0326993218202	25.6120320986465	43.1401888969223	23.7029959301679	58.1024798458629	56.1135621365002	62.4573815966288	60.2458689431085	42.9495186863891	36.0348474110986	53.050336556477	58.0325484568727	60.455989683482
4.5	56.7779569509371	23.1293117499667	35.1697486189799	51.7031528259406	45.6439381542649	32.5234598465577	72.7450645025222	29.2898399600854	26.4427323224175	43.2852793535918	24.0318235147473	57.9268590299471	56.5243092037583	62.3010822854795	60.522045455746	43.84928490211	36.6622981825433	53.388992914533	58.7480205937917	60.0794788767771
