Joint_angle	BD101	BD102	BD103	BD104	BD106	BD107	BD109	BD110	BD111	BD112	CON3	CON5	CON6	CON7	CON10	CON13	CON24	CON28	CON29	CON31
0	13.9967562454623	8.62350018485185	17.3089871087634	16.3575243453599	11.0890922002862	11.1304376904495	9.27746504684732	9.1235464693934	12.2099095945029	8.61039971040997	12.5171319529264	13.1031710047069	23.4600515635352	21.1921809458128	16.7535840640444	33.142034047845	17.8840588009009	12.3542279354541	12.926355962503	11.0508270103908
0.5	14.2285804802325	8.76460596759222	18.3222688214979	16.7941010119624	11.2989631315927	11.380077910019	9.4323386828528	9.25231464467062	12.3442945245464	8.72910656639969	13.0429587775869	13.6772101897254	23.8511768800214	21.9770400738674	17.5001319714105	33.6235350988181	18.4004322058672	12.6132033249096	13.0879234632186	11.2749508047489
1	14.4665280067845	8.91392848569162	19.3289785226204	17.2684675348642	11.511140873143	11.630477873435	9.59007290613326	9.37116764269139	12.4759551663938	8.84972224746815	13.5962147896624	14.2870423070731	24.2605882153489	22.7835891446656	18.2680073355733	34.1251533487559	18.9659109350328	12.8853707270336	13.258782717454	11.5060375275701
1.5	14.7098592810834	9.07109559579185	20.3467179509109	17.7383766757284	11.7213195327287	11.8815082593739	9.74801593012868	9.49428001543087	12.6024614996879	8.97079532556892	14.1703491993156	14.9308225111251	24.6928432080189	23.5987578921563	19.0597411934135	34.6404486598798	19.573722288276	13.1660069552755	13.4403516893628	11.745713045012
2	14.9566221070714	9.23490649360678	21.3916306634659	18.2006717543132	11.9294661092946	12.1323395176689	9.90251662793762	9.62270427766421	12.7231287268262	9.09030773827211	14.754746802733	15.6047163644786	25.150368982776	24.4197616544991	19.8760591581431	35.1689680288234	20.2167973471034	13.4494328813151	13.6329568716761	11.9934843508884
2.5	15.2042580349251	9.40393029635814	22.4429585412838	18.654001643584	12.1345154225116	12.3818768292813	10.0509086435623	9.75296157989975	12.8396460799858	9.20675242101911	15.3442957098581	16.3063973168618	25.6334827311662	25.2586145001728	20.7159580858298	35.7166542269713	20.8954576535912	13.7340646916732	13.8362909052438	12.2470380686895
3	15.4506371811424	9.57712378152987	23.449386492828	19.0999161877068	12.3375888846166	12.6295562829571	10.1931278838637	9.88378618067899	12.9555633173308	9.32020453221186	15.9426690447271	17.0387678234994	26.1407511411959	26.132408703687	21.5773883001258	36.2933143301874	21.6163066915713	14.02411360977	14.0503181422299	12.5031150940816
3.5	15.6949487912004	9.75407847007534	24.3757048611749	19.5424478426679	12.5419312711776	12.8760711699715	10.3317012063757	10.013666709493	13.0747933636612	9.43242914807623	16.5552373163032	17.8100092295503	26.6695049275454	27.0474184685839	22.4587191749455	36.9079787866182	22.3831346666657	14.3271466804504	14.2760322571684	12.7589524283825
4	15.9379966513857	9.93488760032852	25.2257914708159	19.9866335734882	12.7515698288736	13.1235890817975	10.4702007222767	10.1414218811277	13.1998206475627	9.54627085421022	17.1807432418339	18.628653980226	27.2166707900418	27.9930637502401	23.3598549985607	37.5648068857811	23.1881026782078	14.6495224142157	14.5156896582752	13.0132714795542
4.5	16.1817976512531	10.1195804680391	26.0239752927527	20.436262211593	12.9694099916975	13.375410735319	10.6114127716915	10.2669799603117	13.3308363461239	9.66453921902177	17.8105068122278	19.4984016551043	27.7803026902122	28.9514914763606	24.2824574494221	38.2625885334959	24.0119161206382	14.9931496735633	14.7726766058114	13.2663396528018
